CARLANTINO;2019;72.8;28.8;26.2;66.8;137;18.2;59;21.8;13.8;29.4;104;42.6 
CELENZA_VALFORTORE;2019;82;40.2;32.2;73.4;123.8;18.2;62.4;19.2;22.4;23.2;100.4;49.6 
VOLTURARA_APPULA;2019;152.4;52;60.6;63.8;115.4;13.8;88.4;46.6;28.8;19.6;135.2;68.8 
CASALNUOVO_MONTEROTARO;2019;90.2;34.2;37.6;103.8;130.8;11.8;32.6;57;9.4;30.2;100.6;68 
RIPALTA;2019;61.4;24;18.8;47.2;91.2;4.6;109.8;3.6;46.6;19;67.8;96.2 
SACCIONE_SS16TER;2019;90.6;20.8;40.4;50.6;122.6;8.8;127.8;0.8;51;22.2;63;64.6 
LESINA;2019;92.4;10.2;25.6;54.8;90.8;7.6;96;1.2;83.4;31.6;61.8;83.4 
POGGIO_IMPERIALE;2019;79.2;41.2;28.6;45.4;111.8;6.4;81.4;1.4;73.4;26.8;74.4;63.8 
SANNICANDRO_GARGANICO;2019;80.2;35.4;50.2;84.4;107.8;2;107;2.8;70.6;56.8;62;117.2 
CAGNANO_VARANO;2019;64.4;27.4;53.4;73.6;137.2;0;65.8;4.4;67;67;84;96.6 
CARPINO;2019;90.4;26.8;62.4;92.8;124;0;100.8;1.6;35.8;86.4;103.8;71.2 
ISOLE_TREMITI_(SAN_NICOLA);2019;68.4;47.4;41.2;42.4;66.6;6.6;41.4;1.2;78.8;9.4;54.8;40.4 
VICO_DEL_GARGANO;2019;90.8;18.8;51.6;89.6;129.8;0;41.4;2;88.8;60.2;159.4;69 
VIESTE;2019;66.4;12.4;27;87;94;0;28.2;0.2;39.2;30.4;NA;NA 
PESCHICI;2019;62.6;8.6;29.6;56.2;95.8;0;14.8;1;85.4;40.6;121.8;53.4 
RODI_GARGANICO;2019;70.2;20.8;37.6;46.2;112.6;0;47.8;0;83.2;76.6;62.8;58 
BOSCO_UMBRA;2019;125.8;23.2;64.8;102.2;132.8;0;76.6;19.8;53.2;71.8;189.2;56.6 
MONTE_SANT'ANGELO;2019;29;8.4;18.6;62;109.4;0.4;68.6;0.6;25.4;21.8;171.6;33 
SAN_PAOLO_CIVITATE;2019;82.8;40.8;31;41.6;145.4;8;59;9.2;36.8;26.8;68.2;96 
TORREMAGGIORE;2019;70.6;32.6;34.8;41.8;107.6;5.2;53.6;18.2;25.2;31.2;70.2;68 
SAN_SEVERO;2019;65;27.8;36.2;32;66.4;2.2;125.8;14.8;36.6;20.8;73.2;40.2 
APRICENA;2019;66;36.2;44;59.6;114.2;3.2;60.4;6;48.6;32.8;65.6;64.2 
SAN_MARCO_IN_LAMIS;2019;136.6;32.2;76;80.6;141.4;NA;124.4;7;34;47;143.4;78.6 
CANDELARO_SS272;2019;62.4;11.8;39.4;47.8;90.6;2.6;44.4;1.2;19;22.2;84;35 
PIETRAMONTECORVINO;2019;115.4;44.8;50.4;57.6;143;9.4;54.6;56.6;11;20.4;120.4;71.4 
VOLTURINO;2019;118.6;36.8;37.6;77.8;133.8;8.8;97.6;34.4;16;23;111.8;62.8 
ALBERONA;2019;101.2;41.8;50.2;90;125.4;8.6;84.2;25.4;31.6;25.6;138.4;59.6 
TERTIVERI;2019;103.2;34;34.2;65.4;170.8;8.2;69.8;72;10;28;102.2;57.4 
ORTO_DI_ZOLFO;2019;127.2;49;46.8;89.4;167.4;12.8;97.4;25;33;0.2;0;0 
LUCERA;2019;75.2;28.8;38.6;48.8;89.2;8.6;28.6;27.8;13;18.8;75.2;40.4 
SALSOLA_SS16;2019;56;13.6;22;41.4;82.2;3.4;15.6;3.4;43.2;14.4;59.6;23.6 
BICCARI;2019;132.4;35.8;33.4;64.4;129.8;7.2;61.6;40.8;21.2;27.4;141.4;66.6 
FAETO;2019;144.4;48.4;40;57.6;147.6;8.2;105.4;31;37.8;22.6;172.6;102.8 
TROIA;2019;88.2;29.8;22.2;49;96.2;7.6;55.8;62;21.4;21;103.6;47 
DIGA_TORREBIANCA_SUL_TORRENTE_CELONE;2019;57.6;25.4;20;47;89.6;5.4;29.8;18;8.2;21.6;82.4;37.4 
FOGGIA_(OSSERVATORIO);2019;54.2;26.4;20.6;62.8;74.6;1;9.6;8.2;64.8;16;92;29.8 
FOGGIA_(IST._SPERIM._PER_CEREALICOLTURA);2019;58.2;29.8;26.2;44.4;83.6;2;18;20.6;28.8;20;93.2;35.8 
SAN_GIOVANNI_ROTONDO;2019;132.8;35.4;87.6;81.8;130.2;3.8;122.8;43;20.2;41.8;133.6;81.2 
MANFREDONIA_(BONIFICA_SIPONTINA);2019;31.4;10.8;18;76;77.6;0;92.8;1.6;13.2;39;98.4;26.2 
FONTE_ROSA;2019;57.2;18.4;17.8;51.2;56.4;0;35.8;2.4;36.4;0;41.2;23.2 
CERIGNOLA;2019;92.8;37;36;100.2;76.4;34.6;64.6;1.4;36;31.4;76.2;32 
