CARLANTINO;2015;138.8;76.8;103.4;34.2;14.2;21.8;4;39;77.8;164;93;5 
CELENZA_VALFORTORE;2015;155;82.4;121;35.6;11.8;22.6;9;65.4;80;158.4;99.2;5.2 
VOLTURARA_APPULA;2015;172.4;78;141;68.6;8.2;45.6;16.2;46.2;68.6;201.4;125.2;18.4 
CASALNUOVO_MONTEROTARO;2015;137.2;81.4;107;30.6;12.6;11.6;7.4;56;66.8;164.6;110;6.2 
RIPALTA;2015;69.6;37.2;41.6;20.8;5.8;13.8;0.2;47.4;33.4;86;93.6;12.6 
LESINA;2015;85.6;56;55.2;32.4;8.2;10.4;0.8;73.6;23.8;79.8;107.4;4 
POGGIO_IMPERIALE;2015;78.8;50.8;65.6;29.2;7.4;8;0.4;36.6;26.4;84;89;5.4 
SANNICANDRO_GARGANICO;2015;87;85.8;107.8;39.2;17.2;22.6;3.2;61.2;51.2;154;137.8;2.8 
CAGNANO_VARANO;2015;101;73.4;93.4;37.6;29.4;26.6;8.4;32.6;67.2;113;110;2 
ISOLE_TREMITI_(SAN_NICOLA);2015;60.4;65.4;57.6;27;11.8;16.4;5.8;43.8;22.2;105;82.8;1 
VICO_DEL_GARGANO;2015;159.8;86.2;128.8;54.6;28.4;14.4;6.2;56.2;113.6;186;161.4;4.6 
VIESTE;2015;95.2;95.8;53;35;11.8;8.8;11.8;13.8;51.4;174.8;115.4;0 
BOSCO_UMBRA;2015;152.4;150.8;166.2;47.2;30.8;29.8;16;75.8;162.2;164.2;168;3.4 
MONTE_SANT'ANGELO;2015;85.2;68;74.2;32.6;25.2;19.6;6.8;14.8;71;208.2;97.2;0.6 
SAN_PAOLO_CIVITATE;2015;84.4;52;83.6;38;3;8.6;NA;NA;NA;NA;NA;NA 
TORREMAGGIORE;2015;73;43.4;67.2;30.6;15.4;8.6;5;46.8;38.6;114.4;66.8;18.8 
SAN_SEVERO;2015;70.4;65.6;65.6;34.8;16.2;9.8;3.2;43.4;69.8;109.6;61.2;7.4 
APRICENA;2015;78.6;76.6;77.4;40.8;14.6;18.8;1.4;30;33.2;123.6;12.6;4.8 
SAN_MARCO_IN_LAMIS;2015;110.2;77.6;85.8;58.4;22.4;30.8;7.2;45;70.6;131.2;76.4;6 
PIETRAMONTECORVINO;2015;120.4;78.4;106.8;58;9.6;15;5;71.4;65.4;173.6;89.2;14 
VOLTURINO;2015;126.6;88.2;126.2;46.2;25.2;24;29.6;13.4;53.4;218.6;65.6;9 
ALBERONA;2015;133;81.8;137.8;45.8;22.6;50.6;21.8;20;49.2;259.8;61.6;6 
TERTIVERI;2015;132;75;101.8;33;18;55.6;23.6;69.2;94.4;86.6;64.6;7.6 
ORTO_DI_ZOLFO;2015;168.4;127;149;42.8;29.8;91.2;33.4;14.6;75.2;378.4;91.2;8 
LUCERA;2015;88;46.4;77.2;22.4;22.4;29.6;23;21.6;107.2;196;49.6;8.2 
BICCARI;2015;138;95.4;102.8;32.6;26;69.8;55.8;28.4;106;311.2;59.6;6.2 
FAETO;2015;156.2;110.8;135.6;52.8;32;64.4;35;24.2;65.6;381.2;72;10.6 
TROIA;2015;101.6;62;74;33.2;25.8;36.2;18.8;90.8;50;284;39.6;4.4 
DIGA_TORREBIANCA_SUL_TORRENTE_CELONE;2015;74.2;42.8;68;19.2;26.8;57;10;35.6;46.4;211;30.6;4.2 
FOGGIA_(OSSERVATORIO);2015;65;27.8;66;24;26.2;89;0;0;3.8;189.8;33.6;1.2 
FOGGIA_(IST._SPERIM._PER_CEREALICOLTURA);2015;72;45.8;71.2;23.8;38.6;57.8;2.4;16.4;59.4;200.2;40.4;3.6 
SAN_GIOVANNI_ROTONDO;2015;123.4;88.8;91.4;59.8;26.2;86.6;18.2;60.2;70.6;137.2;69.2;5.4 
MANFREDONIA_(BONIFICA_SIPONTINA);2015;56.2;43.8;47.8;26.2;17.6;29.4;12.6;45.4;57.6;211.8;69;4.4 
FONTE_ROSA;2015;58.4;42.4;59.2;27.8;15.6;57.6;0;5.6;31.4;147.4;32;1.8 
CERIGNOLA;2015;124.4;59.2;88.2;27.2;44.4;86.8;0;10.4;42.4;144;27.2;0.4 
MASSERIA_SANTA_CHIARA;2015;59.4;47.6;56.8;31.2;17.2;26;0;19;85.4;92.8;37;2.4 
